"001 ",打造全台首座歷史時代場景
"002 ",領先全國！達成區區有日照
"003 ","推 動智慧防疫 以科技守護市民建康！"
"004 ","實現班班有網路 生生有平板"
"005 ","打造防災城市 建設希望家園"
"006 ",改善偏遠交通！小黃公車3年落實20線
"007 ",打造下一世代的半導體產業聚落
"008 ","台南400年 歷史場域再現"
"009 ",只要10天！廚餘變肥料黑金
"010 ",農路就是農村的高速公路
"011 ","全新國際音樂品牌 台南國際音樂節"
"012 ","隊友來助攻 生養更輕鬆！"
"013 ",力挺消防救災！充實人力設備
"014 ",疫情後拚振興！台南購物節
"015 ",支持18歲公民權！落實青年公共參與
"016 ",用科技造水！應對極端氣候
"017 ","南100線道路 路平改善已完工"
"018 ",城市降溫！為子孫留下生態綠廊
"019 ","藝術進各區 表演走透透！"
"020 ","多重防線 攔阻詐騙！"
"021 ","雙星拱月 城市美學繼續拚！"
"022 ",台南養殖繼續拚！
"023 ","守護空氣品質 再現亮麗晴空！"
"024 ",肅清治安！支持警方每案必破
"025 ","龍崎光節空山祭 全國最美山林燈節"
"026 ",打造南關線旅遊廊帶！
"027 ","吃海產踅漁港 打造魅力七股！"
"028 ","泡溫泉品咖啡 觀旅繼續拚！"
"029 ","新化老街創生 漫遊水綠城鄉"
"030 ",百年淨水繼續拚
"031 ","城市心靈綠洲 臺南市美術館"
"032 ",實現台南棒球聖地夢想
"033 ","書香城市 古都美學 台南市新總圖"
"034 ",會展經濟繼續拚！
"035 ",原臺南州會設立臺南二二八紀念館
"036 ","全國最美菜市場 新化果菜市場"
"037 ",上學的路更好走！修繕通學步道
"038 ","打造ai新世代 力拼程式教育"
"039 ","完善職業教育 培育未來人才"
"040 ","線上教學國家隊 全國收看no.1"
"041 ","校園場域 汰舊換新"
"042 ",臺南首座教師綜合研習中心
"043 ",公園就是遊戲場
"044 ",親水環境繼續拚_ok
"045 ",親子悠遊館育兒更友善
"046 ",水交社文化園區
"047 ",全民運動館
"048 ",隆田chacha文化資產教育園區
"049 ",台南好停繼續拚
"050 ",興建太陽光電停車場
"051 ",持續興建立體停車場
"052 ","巡迴醫療更方便 山邊海邊都顧到"
"053 ",挺勞權、顧職安
"054 ",打炒抗漲！落實居住正義
"055 ","創造循環經濟 讓台南更永續"
"056 ","班班有冷氣 能源管理真有力"
"057 ",恁九好無！臺南客家復興
"058 ","助弱勢修繕房屋 做工行善愛台灣"
"059 ","無人機多重宇宙 就是哲麼厲害"
"060 ",興建安平跨港大橋
"061 ",推動台61跨曾文溪大橋興建
"062 ","整建橋梁 兼顧交通與治水"
"063 ","暢通城市溝渠 清淤2200公里"
"064 ","護海有成 永續海洋"
"065 ","一滴水用兩次 台南抗旱繼續拚"
"066 ",迎接南台灣首座國家級圖書館
"067 ","台南400 話題行銷 安心遊 觀光商機 不間斷！"
"068 ","升格體育局 爭取舉辦112年全國運動會在台南"
"069 ","原力啟動 無限風采"
"070 ","吃得安心 吃得健康"
"071 ","在地長照服務 溫暖為您守護"
"072 ","首創建材銀行 古蹟修復再利用"
"073 ","打造樂齡城市 老福繼續拚"
"074 ","拚！綠色交通 落實淨零碳排"
"075 ","挺社工 強健社會安全網"
"076 ","全國唯一雙冷鏈城市 農漁行銷 繼續拚！"
"077 ",台南搭車好轉運
"078 ","水環境改善 再現竹溪風華"
"079 ","智慧農業 省時、省工、省水 循環再利用"
"080 ","沼液沼渣資源化 回收處裡顧環境"
"081 ","農產值607.34億 六都第一"
"082 ","回收護環境 環保更便利"
"083 ","照顧清潔隊 台南繼續拚"
"084 ","支持新住民 友善台南繼續拚"
"085 ","生產 生活 生態 三生共榮"
"086 ",打造友善毛小孩的生活環境
"087 ","台南挺女力 拚婦女福利"
"088 ","全國第一地方政府 首創成立考古中心、科檢中心"
"089 ","眾神之都 傳藝台南"
"090 ","虎頭埤觀光 前瞻7840萬華利變身"
"091 ","首創登月計畫 消弭月經貧窮"
"092 ","軌道運輸 繼續拚"
"093 ","高架路網 繼續拚！"
"094 ","台61海陸規劃建設 幸福公路串起海線各地明珠"
"095 ","看不見的建設 下水道繼續拚"
"096 ","永續台南 宜居首府"
"097 ","活力台南 全齡照顧"
"098 ","文化台南 國際聚焦"
"099 ","便捷台南 區域均衡"
"100 ","富饒台南 壯大台灣"
